experiment	freq
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_IGROV1', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_LOVO', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'Gemcitabine', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MDAMB435', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'Gemcitabine', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Gemcitabine', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MIAPACA2', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MV411', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_NCIH460', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_PANC1', 'Gemcitabine'})	2
frozenset({nan, 'Gemcitabine', 'ONCOLEAD_CELL_RAMOS', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'Gemcitabine', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_SAOS2', 'Gemcitabine'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'Gemcitabine', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_U2OS', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Gemcitabine', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_WSUNHL', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_A204', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_DU145', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'Gemcitabine', 'VX803_M4344', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB435', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_PANC1', 'Gemcitabine'})	2
frozenset({nan, 'Gemcitabine', 'VX803_M4344', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_SAOS2', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'Gemcitabine', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'VX803_M4344', 'Gemcitabine'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_WSUNHL', 'Gemcitabine'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_A204', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_A549', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_ASPC1', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_BXPC3', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_COLO205', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_DU145', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_HEPG2', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_HL60', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_HT29', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_IGROV1', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_LOVO', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MDAMB435', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Cisplatin', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MIAPACA2', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MV411', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_NCIH460', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_PANC1', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_RAMOS', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_SAOS2', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_U2OS', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Cisplatin', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_WSUNHL', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_A204', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_A549', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_ASPC1', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_BXPC3', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_DU145', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_HL60', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_IGROV1', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_LOVO', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MDAMB435', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Cisplatin', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MIAPACA2', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_MV411', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_NCIH460', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_PANC1', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_SAOS2', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'VX803_M4344', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_U2OS', 'VX803_M4344'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Cisplatin', 'VX803_M4344'})	2
frozenset({nan, 'Cisplatin', 'ONCOLEAD_CELL_WSUNHL', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_A204', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_COLO205', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_DU145', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_HEPG2', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_HT29', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'BMN673_Talazoparib', 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB435', 'BMN673_Talazoparib'})	2
frozenset({nan, 'BMN673_Talazoparib', 'VX803_M4344', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_PANC1', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_RAMOS', 'BMN673_Talazoparib'})	2
frozenset({nan, 'BMN673_Talazoparib', 'VX803_M4344', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_SAOS2', 'BMN673_Talazoparib'})	2
frozenset({nan, 'BMN673_Talazoparib', 'VX803_M4344', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'VX803_M4344', 'BMN673_Talazoparib'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_WSUNHL', 'BMN673_Talazoparib'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_A204', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_A549', 'SN38'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_ASPC1', 'SN38'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_BXPC3', 'SN38'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'SN38', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_DU145', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'SN38', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_HL60', 'SN38'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'SN38', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_IGROV1', 'SN38'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_LOVO', 'SN38'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'SN38', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_MDAMB435', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'SN38', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'SN38', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MIAPACA2', 'SN38'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_MV411', 'SN38'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_NCIH460', 'SN38'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_PANC1', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'SN38', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'SN38', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_SAOS2', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'SN38', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'VX970_Berzosertib_M6620', 'ONCOLEAD_CELL_U2OS', 'SN38'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'SN38', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_WSUNHL', 'VX970_Berzosertib_M6620'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_A204', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_A549', 'SN38'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_ASPC1', 'SN38'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_BXPC3', 'SN38'})	2
frozenset({nan, 'VX803_M4344', 'SN38', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_DU145', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'SN38', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_HL60', 'SN38'})	2
frozenset({nan, 'VX803_M4344', 'SN38', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_IGROV1', 'SN38'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_LOVO', 'SN38'})	2
frozenset({nan, 'VX803_M4344', 'SN38', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_MDAMB435', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'SN38', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'SN38', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MIAPACA2', 'SN38'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_MV411', 'SN38'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_NCIH460', 'SN38'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_PANC1', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'SN38', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'VX803_M4344', 'SN38', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_SAOS2', 'VX803_M4344'})	2
frozenset({nan, 'VX803_M4344', 'SN38', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'VX803_M4344', 'ONCOLEAD_CELL_U2OS', 'SN38'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'SN38', 'VX803_M4344'})	2
frozenset({nan, 'SN38', 'ONCOLEAD_CELL_WSUNHL', 'VX803_M4344'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_A204', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_A549', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_ASPC1', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_BXPC3', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'VX400_M1774', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_DU145', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'VX400_M1774', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_HL60', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'VX400_M1774', 'ONCOLEAD_CELL_HT1080'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_HT29', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_IGROV1', 'VX400_M1774'})	2
frozenset({'ONCOLEAD_CELL_LOVO', '40nM', 'VX400_M1774', 'PD0332991_Palbociclib'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'VX400_M1774', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({'ONCOLEAD_CELL_MDAMB435', '40nM', 'VX400_M1774', 'PD0332991_Palbociclib'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'VX400_M1774', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'VX400_M1774', 'ONCOLEAD_CELL_MHHES1'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_MIAPACA2', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_MV411', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_NCIH460', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_PANC1', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_RAMOS', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'VX400_M1774', 'ONCOLEAD_CELL_RDES'})	2
frozenset({'ONCOLEAD_CELL_SAOS2', '40nM', 'VX400_M1774', 'PD0332991_Palbociclib'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'VX400_M1774', 'ONCOLEAD_CELL_SW620'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_U2OS', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_U87MG', 'VX400_M1774'})	2
frozenset({'PD0332991_Palbociclib', '40nM', 'ONCOLEAD_CELL_WSUNHL', 'VX400_M1774'})	2
